Battery - Hardware revision;battery_hardware_revision;Hardware revision;Révision matérielle;Hardware revision;Hardware revision;Hardware revision
Battery - Cells Voltage;battery_cells_voltage;Cells voltage;Tension cellules;Cells voltage;Cells voltage;Cells voltage
Battery update - Checklist title;battery_update_checklist_title;Battery gauge update checklist;Mise à jour de la jauge batterie;Battery gauge update checklist;Battery gauge update checklist;Battery gauge update checklist
Battery update - Checklist instruction;battery_update_checklist_instruction;Make sure the following conditions are met;Assurez-vous que les conditions suivantes sont réunies;Make sure the following conditions are met;Make sure the following conditions are met;Make sure the following conditions are met
Battery update - Drone not landed;battery_update_drone_landed;The drone is landed;Le drone est au sol;The drone is landed;The drone is landed;The drone is landed
Battery update - Charge;battery_update_charge;The battery level is above 5%%;Le niveau de la charge batterie est au-dessus de 5%%;The battery level is above 5%%;The battery level is above 5%%;The battery level is above 5%%
Battery update - usb powered;battery_update_usb_powered;The drone is connected to a USB power supply;Le drone est connecté à une source d'alimentation USB;The drone is connected to a USB power supply;The drone is connected to a USB power supply;The drone is connected to a USB power supply
Battery update - title;battery_update_title;Battery gauge update;Mise à jour de la jauge batterie;Battery gauge update;Battery gauge update;Battery gauge update
Battery update - preparing;battery_update_preparing_update;Preparing update;Préparation de la mise à jour;Preparing update;Preparing update;Preparing update
Battery update - updating;battery_update_updating;Updating battery gauge;Mise à jour de la jauge batterie;Updating battery gauge;Updating battery gauge;Updating battery gauge
Battery update - waiting for reboot;battery_update_waiting_for_reboot;Automatic reboot;Redémarrage automatique;Automatic reboot;Automatic reboot;Automatic reboot
Battery update - Install;battery_update_install;Install update;Installer la mise à jour;Install update;Install update;Install update
Battery update – warning;battery_update_warning;Dot not unplug the battery during the update process.;Ne déconnectez pas la batterie pendant la procédure de mise à jour.;Dot not unplug the battery during the update process.;Dot not unplug the battery during the update process.;Dot not unplug the battery during the update process.
Mission - Mode - Cameraman;mission_mode_cameraman;Cameraman;Cameraman;Cameraman;Cameraman;Cameraman
Select target;cameraman_select_target;Select target;Sélectionnez une cible;Select target;Select target;Select target
Take off the drone;cameraman_take_off;Take off the drone;Faites décoller le drone;Take off the drone;Take off the drone;Take off the drone
Tracking…;cameraman_tracking;Tracking…;Suivi…;Tracking…;Tracking…;Tracking…
Mission - Mode - Touch & Fly;mission_mode_touch_n_fly;Touch & Fly;Touch & Fly;Touch & Fly;Touch & Fly;Touch & Fly
Touch & Fly - place waypoint or poi;touch_fly_place_waypoint_poi;Place a waypoint or a POI on the map or the video stream;Placez un waypoint ou un POI sur la carte ou le flux vidéo;Place a waypoint or a POI on the map or the video stream;Place a waypoint or a POI on the map or the video stream;Place a waypoint or a POI on the map or the video stream
Touch & Fly - take off the drone;touch_fly_take_off_the_drone;Take off the drone;Faites décoller le drone;Take off the drone;Take off the drone;Take off the drone
Touch & Fly – Take off in progress;touch_fly_take_off_in_progress;Take-off in progress…;Décollage en cours…;Take-off in progress…;Take-off in progress…;Take-off in progress…
Touch & Fly - Tracking POI;touch_fly_tracking_poi;Tracking POI...;Suivi du POI...;Tracking POI...;Tracking POI...;Tracking POI...
Touch & Fly - Flying to waypoint;touch_fly_flying_to_waypoint;Flying to waypoint...;En vol vers le waypoint...;Flying to waypoint...;Flying to waypoint...;Flying to waypoint...
Touch & Fly - Poi Altitude;touch_fly_poi_altitude;POI Altitude;POI Altitude;POI Altitude;POI Altitude;POI Altitude
Touch & Fly - WayPoint Altitude;touch_fly_wp_altitude;WP Altitude;WP Altitude;WP Altitude;WP Altitude;WP Altitude
Touch & Fly - POI too close to horizon;touch_fly_poi_too_close;POI too close to the horizon;POI trop proche de l'horizon;POI too close to the horizon;POI too close to the horizon;POI too close to the horizon
Authorizations;authorizations_title;Authorizations;Autorisations;Authorizations;Authorizations;Authorizations
Authorizations - GPS permission title;permission_gps_position_title; GPS position;Position GPS; GPS position; GPS position; GPS position
Authorizations - GPS permission content;permission_gps_position_content;Share your device GPS location to improve your flight experience and enable autonomous flights features.;Partagez la position GPS de votre appareil pour améliorer votre expérience de vol et activer les fonctionnalités de vols autonomes.;Share your device GPS location to improve your flight experience and enable autonomous flights features.;Share your device GPS location to improve your flight experience and enable autonomous flights features.;Share your device GPS location to improve your flight experience and enable autonomous flights features.
Authorizations - Storage title;permission_storage_title;Device storage;Stockage de l'appareil;Device storage;Device storage;Device storage
Authorizations - Storage content;permission_storage_content;Allow access to your device storage to store media the gallery, or to import Flight Plan.;Autorisez l'accès au stockage de votre appareil pour stocker des médias dans la galerie ou pour importer des plans de vol.;Allow access to your device storage to store media the gallery, or to import Flight Plan.;Allow access to your device storage to store media the gallery, or to import Flight Plan.;Allow access to your device storage to store media the gallery, or to import Flight Plan.
Authorizations - Required level;permission_level_required;Required;Requis;Required;Required;Required
Authorizations - Recommended level;permission_level_recommended;Recommended;Recommandé;Recommended;Recommended;Recommended
TermsOfUse ;terms_of_use_title;Terms of use;Conditions d'utilisation;Terms of use;Terms of use;Terms of use
TermsOfUse - accept;terms_of_use_accept;I accept;J'accepte;I accept;I accept;I accept
TermsOfUse - scroll to the bottom;terms_of_use_scroll;Scroll to the bottom to continue.;Faites défiler vers le bas pour continuer.;Scroll to the bottom to continue.;Scroll to the bottom to continue.;Scroll to the bottom to continue.
Configuration - configure your drone;configuration_configure_your_drone;Do you want to configure your drone now ?;Voulez-vous configurer votre drone maintenant ?;Do you want to configure your drone now ?;Do you want to configure your drone now ?;Do you want to configure your drone now ?
Configuration - configure now;configuration_configure_now;Configure now;Configurer maintenant;Configure now;Configure now;Configure now
Configuration - configure text;configuration_configure_text;You are all set to use %s and start flying Anafi Ai;Vous êtes prêt à utiliser %s et à voler avec un Anafi Ai.;You are all set to use %s and start flying Anafi Ai;You are all set to use %s and start flying Anafi Ai;You are all set to use %s and start flying Anafi Ai
Rename Log File;debug_log_rename_file;Rename Log File;Renommer le fichier de log;Rename Log File;Rename Log File;Rename Log File
Stream Record Enabled;debug_log_stream_record_enabled;Stream Record Enabled;Enregistrement du stream activé;Stream Record Enabled;Stream Record Enabled;Stream Record Enabled
Build DEBUG;debug_log_build_debug;Build DEBUG;Build DEBUG;Build DEBUG;Build DEBUG;Build DEBUG
Build RELEASE;debug_log_build_release;Build RELEASE;Build RELEASE;Build RELEASE;Build RELEASE;Build RELEASE
Stream Record;debug_log_stream_record;Stream Record;Enregistrement du stream;Stream Record;Stream Record;Stream Record
Restart application ;debug_log_restart_app;Restart application to activate stream record;Redémarrez l'application pour activer l'enregistrement du stream;Restart application to activate stream record;Restart application to activate stream record;Restart application to activate stream record
Active Log;debug_log_activate_log;Active Log;Activer les logs;Active Log;Active Log;Active Log
Confirm delete;debug_log_confirm_delete;Delete log file?;Supprimer le fichier de log ?;Delete log file?;Delete log file?;Delete log file?
Photo Format : JPEG RECT;photo_settings_format_jpeg_rect;JPEG RECT;JPEG RECT;JPEG RECT;JPEG RECT;JPEG RECT
Photo Format : DNG JPEG;photo_settings_format_dng_jpeg;DNG+JPEG WIDE;DNG+JPEG WIDE;DNG+JPEG WIDE;DNG+JPEG WIDE;DNG+JPEG WIDE
Photo Format : DNG JPEG Short;photo_settings_format_dng_jpeg_short;DNG+WIDE;DNG+WIDE;DNG+WIDE;DNG+WIDE;DNG+WIDE
Photo Format : JPEG WIDE;photo_settings_format_jpeg_wide;JPEG WIDE;JPEG WIDE;JPEG WIDE;JPEG WIDE;JPEG WIDE
Photo Format : DNG JPEG RECT;photo_settings_format_dng_jpeg_rect;DNG+JPEG RECT;DNG+JPEG RECT;DNG+JPEG RECT;DNG+JPEG RECT;DNG+JPEG RECT
Photo Format : DNG JPEG RECT Short;photo_settings_format_dng_jpeg_rect_short;DNG+RECT;DNG+RECT;DNG+RECT;DNG+RECT;DNG+RECT
Video settings : 1080p;video_settings_resolution_1080p;1080p;1080p;1080p;1080p;1080p
Video settings : 8K;video_settings_resolution_8k;8K;8K;8K;8K;8K
Video settings : 6K;video_settings_resolution_6k;6K;6K;6K;6K;6K
Video settings : 5K;video_settings_resolution_5k;5K;5K;5K;5K;5K
Video settings : 4K;video_settings_resolution_4k;4K;4K;4K;4K;4K
Video settings: 4K Cinema;video_settings_resolution_4k_cinema;4K Cinema;4K Cinema;4K Cinema;4K Cinema;4K Cinema
Video settings : 2_7K;video_settings_resolution_27k;2.7K;2.7K;2.7K;2.7K;2.7K
Video settings : 720p;video_settings_resolution_720p;720p;720p;720p;720p;720p
Video settings : 480p;video_settings_resolution_480p;480p;480p;480p;480p;480p
Video settings : 1080p-SD;video_settings_resolution_1080p_SD;1080p-SD;1080p-SD;1080p-SD;1080p-SD;1080p-SD
Video settings : 720p-SD;video_settings_resolution_720p_SD;720p-SD;720p-SD;720p-SD;720p-SD;720p-SD
Cardinal direction: North;cardinal_direction_north;N;N;N;N;N
Cardinal direction: North-East;cardinal_direction_north_east;NE;NE;NE;NE;NE
Cardinal direction: East;cardinal_direction_east;E;E;E;E;E
Cardinal direction: South-East;cardinal_direction_south_east;SE;SE;SE;SE;SE
Cardinal direction: South;cardinal_direction_south;S;S;S;S;S
Cardinal direction: South-West;cardinal_direction_south_west;SW;SW;SW;SW;SW
Cardinal direction: West;cardinal_direction_west;W;W;W;W;W
Cardinal direction: North-West;cardinal_direction_north_west;NW;NW;NW;NW;NW
Wifi band 2.4 GHz;wifi_band_2_4;2.4 GHz;2.4 GHz;2.4 GHz;2.4 GHz;2.4 GHz
Wifi band 5 GHz;wifi_band_5;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz
Angle unit;unit_degree;°;°;°;°;°
Angular speed unit;unit_degree_per_second;°/s;°/s;°/s;°/s;°/s
Ground simple distance;unit_centimeter_per_pixel;cm/px;cm/px;cm/px;cm/px;cm/px
Distance / altitude unit;unit_meter;m;m;m;m;m
Speed unit;unit_m_per_second;m/s;m/s;m/s;m/s;m/s
Time unit;unit_second;s;s;s;s;s
Distance unit;unit_kilometer;km;km;km;km;km
US distance unit;unit_feet;ft;ft;ft;ft;ft
US distance unit;unit_miles;mi;mi;mi;mi;mi
Speed unit;unit_kilometer_per_hour;km/h;km/h;km/h;km/h;km/h
US speed unit;unit_miles_per_hour;mph;mph;mph;mph;mph
US speed unit;unit_feet_per_second;ft/s;ft/s;ft/s;ft/s;ft/s
Media storage : memory Unit (Gb);unit_gigabyte;Gb;Gb;Gb;Gb;Gb
Media storage : memory Unit (Mb);unit_megabyte;Mb;Mb;Mb;Mb;Mb
Video settings : FPS;unit_fps;fps;fps;fps;fps;fps
Video settings : EV;unit_ev;EV;EV;EV;EV;EV
Video settings : ISO;unit_iso;ISO;ISO;ISO;ISO;ISO
Time unit long format;unit_second_long_format;sec;sec;sec;sec;sec
Unit Celsius;unit_celsius;°C;°C;°C;°C;°C
Unit Fahrenheit;unit_fahrenheit;°F;°F;°F;°F;°F
Unit Kelvin;unit_kelvin;K;K;K;K;K
Unit Percent;unit_percent;%;%;%;%;%
Unit Percent iOS;unit_percent_ios;%%;%%;%%;%%;%%
Times - Seconds;time_in_seconds;%ds;%ds;%ds;%ds;%d秒
Distance - Meters;distance_in_meters;%dm;%dm;%dm;%dm;%dm
Minute - abbrev.;unit_min;min;min;min;min;min
Second - abbrev.;unit_sec;sec;sec;sec;sec;sec
Photo resolution : Mega pixel;unit_megapixel;Mp;Mp;Mp;Mp;Mp
Zoom Max Reached;zoom_max_reached;Maximum zoom;Zoom max atteint;Maximaler Zoom;Zoom máximo;最大ズーム
Tilt Max Reached;tilt_max_reached;Max tilt;Max tilt;Max tilt;Max tilt;Max tilt
Camera mode : Photo;camera_mode_photo;Photo;Photo;Foto;Foto;画像
Camera mode : Video;camera_mode_video;Video;Vidéo;Video;Vídeo;映像
Camera mode : SIngle;camera_mode_single;Single;Single;Single;Single;Single
Camera mode : Burst;camera_mode_burst;Burst;Burst;Burst;Burst;Burst
Camera mode : Bracketing;camera_mode_bracketing;Bracketing;Bracketing;Bracketing;Bracketing;Bracketing
Camera mode : Timelapse;camera_mode_timelapse;Timelapse;Timelapse;Timelapse;Timelapse;Timelapse
Camera mode : GPS Lapse;camera_mode_gpslapse;GPS Lapse;GPS Lapse;GPS Lapse;GPS Lapse;GPS Lapse
Camera mode : Panorama;camera_mode_panorama;Panorama;Panorama;Panorama;Panorama;Panorama
Camera sub mode : Bracketing - photo count;camera_sub_mode_bracketing_photo_count;%d photos;%d photos;%d Fotos;%d fotos;%d枚の写真
Camera sub mode : Panorama;camera_sub_mode_panorama;Pano %s;Pano %s;Pano %s;Pano %s;Pano %s
Camera sub mode : Panorama - Horizontal;camera_sub_mode_panorama_horizontal;Horizontal;Horizontal;Horizontal;Horizontal;水平
Camera sub mode : Panorama - Vertical;camera_sub_mode_panorama_vertical;Vertical;Vertical;Senkrecht;Vertical;垂直
Camera sub mode : Panorama - Super Wide;camera_sub_mode_panorama_super_wide;Super Wide;Super Wide;Super Wide;Super Wide;Super Wide
Camera sub mode : Panorama - 360;camera_sub_mode_panorama_360;360;360;360;360;360
Camera WB incandescent;camera_white_balance_incandescent;Incandescent;Incandescent;Incandescent;Incandescent;Incandescent
Camera WB fluo;camera_white_balance_fluo;Fluo;Fluo;Fluo;Fluo;Fluo
Camera WB sunny;camera_white_balance_sunny;Sunny;Ensoleillé;Sunny;Sunny;Sunny
Camera WB cloudy;camera_white_balance_cloudy;Cloudy;Nuageux;Cloudy;Cloudy;Cloudy
Camera WB shaded;camera_white_balance_shaded;Shaded;Ombragé;Shaded;Shaded;Shaded
Camera WB Custom;camera_white_balance_custom;Custom;Custom;Custom;Custom;Custom
Camera White Balance;camera_white_balance;WB;WB;WB;WB;WB
Camera Dynamic Range - HDR Off;camera_range_hdr_off;HDR Off;HDR Off;HDR Off;HDR Off;HDR Off
Camera Dynamic Range - HDR On;camera_range_hdr_on;HDR On;HDR On;HDR On;HDR On;HDR On
Camera HDR;camera_range_plog;P-Log;P-Log;P-Log;P-Log;P-Log
Camera HDR;camera_hdr;HDR;HDR;HDR;HDR;HDR
Camera HDR- Recording;camera_hdr_unavailable_framerates;Unavailable for framerates above 30 fps;Indisponible pour les fréquences au-dessus de 30 fps;Unavailable for framerates above 30 fps;Unavailable for framerates above 30 fps;Unavailable for framerates above 30 fps
Camera HDR- photo;camera_hdr_unavailable_photo_resolution;Unavailable for 48 Mp resolution;Indisponible en résolution 48 Mpx;Unavailable for 48 Mp resolution;Unavailable for 48 Mp resolution;Unavailable for 48 Mp resolution
Camera HDR-photo;camera_hdr_unavailable_photo_format;Unavailable in DNG mode;Indisponible en mode DNG;Unavailable in DNG mode;Unavailable in DNG mode;Unavailable in DNG mode
Camera Plog;camera_plog_unavailable;Unavailable in photo mode;Indisponible en mode photo;Unavailable in photo mode;Unavailable in photo mode;Unavailable in photo mode
Camera setting unavailable;camera_setting_unavailable;Unavailable in %s;Indisponible en %s;Unavailable in %s;Unavailable in %s;Unavailable in %s
Mission;mission;Mission;Mission;Mission;Mission;Mission
Mission - Select a mission;mission_select_label;Missions;Missions;Missions;Missions;Missions
Mission - Classic;mission_classic;Piloting;Pilotage;Piloting;Piloting;Piloting
Mission - Hello;mission_hello;Hello World;Hello World;Hello World;Hello World;Hello World
Mission - Mode - Manual;mission_mode_manual;Manual;Manuel;Manual;Manual;Manual
Top Banner - Lock AE;lock_ae;Lock AE;Lock AE;Lock AE;Lock AE;Lock AE
Top Banner - Spot AE;spot_ae;Spot AE;Spot AE;Spot AE;Spot AE;Spot AE
Top Banner - Precise RTH ;precise_rth;Landing spot found;Point d'atterrissage trouvé;Landing spot found;Landing spot found;Landing spot found
Top Banner - Precise Landing ;precise_landing;Precise landing;Atterrissage précis;Genaue Landung;Aterrizaje preciso;正確な着陸
Top Banner - RTH position set;rth_position_set;RTH position set;Position RTH définie;RTH-Position festgelegt;RTH position set;RTHポジションセット
Altitude Ruler - Alt.;altitude_ruler_title;Alt.;Alt.;Alt.;Alt.;Alt.
Button action Take-Off /Land - Take-off;action_take_off;Take-off;Décoller;Take-off;Take-off;Take-off
Button action Take-Off /Land - Land;action_land;Land;Atterrir;Land;Land;Land
Connect Drone;connect_drone;Connect drone;Connectez le drone;Connect drone;Connect drone;Connect drone
Top Banner - AE;ae;AE;AE;AE;AE;AE
Cellular connection;cellular_connection;Connecting...;Connexion...;Connecting...;Connecting...;Connecting...
Alert: Motor cutout;alert_motor_cutout;Motors hardware issue;Défaut matériel sur les moteurs;Motors hardware issue;Motors hardware issue;Motors hardware issue
Alert: Motor cutout temperature;alert_motor_cutout_temperature;Motors overheating issue;Défaut de surchauffe sur les moteurs;Motors overheating issue;Motors overheating issue;Motors overheating issue
Alert: Motor cutout power supply;alert_motor_cutout_power_supply;Motors power supply issue;Défaut d'alimentation sur les moteurs;Motors power supply issue;Motors power supply issue;Motors power supply issue
Alert: Auto landing battery too low;alert_autolanding_battery_too_low;Autolanding – battery too low;Autolanding – batterie trop faible;Autolanding – battery too low;Autolanding – battery too low;Autolanding – battery too low
Alert: Auto landing battery too cold;alert_autolanding_battery_too_cold;Autolanding – battery too cold;Autolanding – température de batterie trop basse;Autolanding – battery too cold;Autolanding – battery too cold;Autolanding – battery too cold
Alert: Auto landing battery too hot;alert_autolanding_battery_too_hot;Autolanding – battery too hot;Autolanding – température de batterie trop élevée;Autolanding – battery too hot;Autolanding – battery too hot;Autolanding – battery too hot
Alert: Propeller fault;alert_propeller_fault;Fault on a propeller;Anomalie sur une hélice;Fault on a propeller;Fault on a propeller;Fault on a propeller
Alert: Auto landing propeller fault;alert_autolanding_propeller_fault;Autolanding – fault on a propeller;Autolanding – anomalie sur une hélice;Autolanding – fault on a propeller;Autolanding – fault on a propeller;Autolanding – fault on a propeller
Alert: Auto landing;alert_auto_landing;Auto landing;Atterrissage automatique;Automatische Landung;Aterrizaje automático;自動離陸
Alert: Poor battery connection;alert_poor_battery_connection;Poor battery connection;Mauvaise connexion de la batterie;Poor battery connection;Poor battery connection;Poor battery connection
Alert: Very low battery;alert_very_low_battery;The drone will land soon;Le drone va bientôt atterrir;Die Drohne wird bald landen;El dron aterrizará enseguida;ドローンはまもなく着陸します
Alert: No gps too dark;alert_no_gps_too_dark;Hovering stability degraded – environment is too dark;Stabilité du vol stationnaire dégradée – l'environnement est trop sombre;Hovering stability degraded – environment is too dark;Hovering stability degraded – environment is too dark;Hovering stability degraded – environment is too dark
Alert: No gps too high;alert_no_gps_too_high;Hovering stability degraded – lower the drone altitude;Stabilité du vol stationnaire dégradée – réduisez l'altitude de votre drone;Hovering stability degraded – lower the drone altitude;Hovering stability degraded – lower the drone altitude;Hovering stability degraded – lower the drone altitude
Alert: No gps;alert_no_gps;No GPS fix;Pas de fix GPS;No GPS fix;No GPS fix;No GPS fix
Alert: RTH unavailable – no GPS;alert_rth_unavailable_no_gps;No GPS fix – RTH unavailable;Pas de fix GPS – RTH indisponible;No GPS fix – RTH unavailable;No GPS fix – RTH unavailable;No GPS fix – RTH unavailable
